gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,0,1,1,0.8333333333333333,1,0,0,0,0,0,0,0,1,0.009950248756218888,0.12703228629329405,False,False,True,False,False,True,False,True,False,False,0
1,0,0,0,0.7638888888888888,1,0,1,0,1,1,0,0,1,0.4074626865671642,0.3656791175386883,True,False,False,False,False,True,False,False,True,False,0
0,1,1,1,0.8333333333333333,1,0,1,1,1,1,0,1,1,0.56318407960199,0.5131206245394253,True,False,False,False,True,False,False,True,False,False,0
0,0,0,0,0.41666666666666663,1,0,1,1,1,1,1,1,0,0.6676616915422885,0.29135961680176864,True,False,False,False,True,False,True,False,False,False,1
0,0,1,0,0.5694444444444444,1,1,1,1,1,1,1,1,1,0.9487562189054725,0.5290795412675019,False,True,False,True,False,False,True,False,False,False,1
0,0,0,0,0.15277777777777776,1,0,1,0,0,1,0,0,1,0.36169154228855727,0.07114153463522477,True,False,False,False,True,False,False,False,False,True,0
1,1,0,0,0.5277777777777778,1,0,0,1,1,1,1,0,1,0.5164179104477612,0.2875541175386883,True,False,False,False,True,False,False,True,False,False,1
0,1,0,0,0.027777777777777776,1,0,0,0,0,0,0,0,0,0.2557213930348259,0.009798728813559322,True,False,False,True,False,False,False,False,True,False,0
1,0,1,1,1.0,1,1,1,1,0,1,0,1,1,0.7910447761194029,0.8050386882829773,False,True,False,False,False,True,False,True,False,False,0
0,0,1,1,0.5694444444444444,1,1,1,1,1,0,0,1,1,0.8293532338308457,0.45257806742815043,False,True,False,False,True,False,True,False,False,False,0
0,0,0,0,0.013888888888888888,1,1,0,0,0,0,1,1,1,0.7522388059701491,0.01080623618275608,False,True,False,True,False,False,False,False,True,False,1
1,0,0,1,0.027777777777777776,1,0,0,0,0,0,0,0,0,0.021393034825870627,0.004939664701547532,False,False,True,True,False,False,False,False,False,True,0
1,0,1,1,0.6527777777777778,1,1,0,1,0,0,1,1,1,0.8069651741293532,0.5468346997052321,False,True,False,True,False,False,False,False,True,False,1
0,1,0,0,0.15277777777777776,1,0,0,1,0,0,1,1,1,0.763681592039801,0.12899548636698602,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,0.013888888888888888,0,0,0,0,0,0,0,0,1,0.061194029850746234,0.0028095062638172443,True,False,False,True,False,False,False,False,True,False,0
1,0,1,1,0.06944444444444445,1,0,0,0,0,0,0,0,0,0.011940298507462671,0.009908115327929257,False,False,True,True,False,False,False,False,False,True,0
0,0,1,0,0.8333333333333333,0,0,1,1,1,0,0,1,0,0.31641791044776113,0.3352408806190126,True,False,False,False,True,False,False,False,True,False,0
0,0,0,0,0.6944444444444444,1,0,0,0,0,0,0,0,0,0.011442786069651711,0.11790139093588801,False,False,True,False,False,True,False,True,False,False,0
1,0,0,0,0.7777777777777777,1,1,1,1,0,0,0,0,1,0.6781094527363184,0.566783345615328,False,True,False,True,False,False,False,False,True,False,0
0,0,0,0,0.5277777777777778,1,0,1,1,1,0,0,0,1,0.6532338308457711,0.3723286661753869,False,True,False,True,False,False,False,True,False,False,1
1,0,1,0,0.75,1,1,1,1,1,0,1,1,0,0.908457711442786,0.7045585390567429,False,True,False,True,False,False,False,False,True,False,0
1,0,0,0,0.6666666666666666,1,1,0,1,1,0,1,1,1,0.8741293532338307,0.5852523949889463,False,True,False,False,True,False,False,True,False,False,1
1,0,0,0,0.05555555555555555,1,1,0,0,0,0,0,1,1,0.6706467661691543,0.03902219970523213,False,True,False,True,False,False,False,False,True,False,1
1,0,1,0,0.013888888888888888,1,0,0,0,1,0,0,0,0,0.5681592039800994,0.008676077745025794,False,True,False,True,False,False,False,True,False,False,0
0,1,1,0,0.38888888888888884,1,1,0,1,1,1,1,1,1,0.9213930348258706,0.3689664701547532,False,True,False,True,False,False,False,False,True,False,0
1,0,0,0,0.1388888888888889,1,1,1,0,0,0,1,1,0,0.7990049751243781,0.11612817796610171,False,True,False,True,False,False,False,False,True,False,1
1,0,1,1,0.25,1,0,0,0,0,0,0,0,0,0.015422885572139305,0.039413688282977165,False,False,True,False,True,False,True,False,False,False,0
1,0,1,1,0.9305555555555555,1,1,1,0,0,1,1,1,0,0.8592039800995025,0.7928507277081799,False,True,False,False,False,True,True,False,False,False,0
1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.517910447761194,0.008094602063375093,False,True,False,True,False,False,False,False,True,False,1
1,0,1,1,0.9166666666666666,1,0,1,1,1,1,0,0,0,0.47363184079601983,0.471749493367723,True,False,False,False,False,True,False,False,False,True,0
1,0,1,0,0.125,1,0,1,1,0,1,1,0,1,0.5044776119402985,0.06837808585114223,True,False,False,True,False,False,False,False,False,True,0
1,0,1,1,0.9444444444444444,1,1,0,1,0,0,1,1,1,0.8238805970149253,0.779580416359617,False,True,False,False,True,False,False,True,False,False,0
0,0,1,0,0.7916666666666666,1,1,0,1,1,1,1,0,0,0.5606965174129352,0.5030570652173914,True,False,False,False,True,False,True,False,False,False,0
0,0,1,1,0.19444444444444442,1,1,0,0,0,1,1,0,1,0.7303482587064677,0.14980195283714076,False,True,False,True,False,False,False,False,True,False,1
1,1,1,1,0.9166666666666666,1,1,1,1,1,1,1,1,1,0.9751243781094526,0.9052885501105381,False,True,False,False,True,False,False,False,True,False,0
0,0,0,0,0.4861111111111111,1,1,0,0,0,0,0,0,0,0.05024875621890548,0.0917810427413412,False,False,True,False,False,True,True,False,False,False,0
1,1,0,0,0.041666666666666664,1,1,0,0,0,0,0,0,1,0.5751243781094527,0.02669030950626382,False,True,False,True,False,False,False,False,True,False,1
1,0,1,0,0.3055555555555555,1,0,1,0,0,1,0,0,1,0.37810945273631835,0.14878868828297717,True,False,False,False,True,False,False,True,False,False,0
0,0,0,1,0.5138888888888888,1,0,0,0,0,0,0,0,0,0.020398009950248763,0.0869795504789978,False,False,True,False,True,False,True,False,False,False,0
1,0,0,1,0.375,1,1,0,0,0,0,0,0,1,0.0756218905472637,0.0907965641120118,False,False,True,False,False,True,False,True,False,False,0
1,0,0,0,0.1111111111111111,0,0,1,0,0,0,0,0,1,0.1213930348258706,0.026074290714812088,True,False,False,True,False,False,False,False,True,False,1
1,0,1,0,0.9305555555555555,1,1,0,0,0,0,0,0,0,0.06567164179104479,0.18233004789977894,False,False,True,False,False,True,False,True,False,False,0
1,0,1,0,0.736111111111111,1,1,1,0,1,0,0,1,0,0.7527363184079602,0.5790806927044952,False,True,False,True,False,False,False,False,True,False,1
0,0,1,1,1.0,1,1,1,1,1,1,0,1,0,0.8875621890547264,0.8818049926308034,False,True,False,False,False,True,False,True,False,False,0
1,0,0,1,0.041666666666666664,1,1,0,0,1,0,0,1,0,0.7323383084577114,0.029597687914517324,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,0.08333333333333333,1,0,1,0,0,0,0,0,1,0.31044776119402984,0.03622420781134857,True,False,False,True,False,False,False,False,True,False,0
0,1,1,0,0.986111111111111,1,1,1,1,1,1,0,0,1,0.7771144278606964,0.7791716562269714,False,True,False,False,False,True,False,True,False,False,0
1,0,1,0,0.875,1,0,0,0,0,0,0,0,0,0.009950248756218888,0.14250759948415626,False,False,True,False,False,True,False,False,False,True,0
1,0,0,0,0.75,1,0,1,1,0,1,1,1,1,0.8671641791044776,0.6498019528371408,False,True,False,False,True,False,False,True,False,False,1
1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.25920398009950246,0.005100865880619013,True,False,False,True,False,False,False,False,False,True,0
0,0,1,1,0.8472222222222222,1,1,1,1,1,1,0,1,1,0.6084577114427862,0.5550559598378778,True,False,False,False,True,False,False,False,True,False,0
0,0,0,0,0.18055555555555555,1,0,0,0,0,0,0,0,0,0.011940298507462671,0.026724852616064852,False,False,True,True,False,False,False,True,False,False,0
1,0,0,0,0.3055555555555555,1,1,0,0,0,0,0,0,1,0.06567164179104479,0.056811901252763454,False,False,True,True,False,False,False,True,False,False,0
1,0,0,0,0.05555555555555555,1,0,0,0,0,0,0,0,1,0.01691542288557213,0.006822264185703759,False,False,True,True,False,False,False,False,False,True,0
0,0,1,1,0.3333333333333333,0,0,1,1,1,0,1,1,0,0.39154228855721396,0.15748779476787034,True,False,False,False,True,False,False,False,True,False,0
0,1,1,0,0.986111111111111,1,1,1,1,1,1,0,1,1,0.6412935323383084,0.6714259395725867,True,False,False,False,False,True,True,False,False,False,0
1,0,0,0,0.9722222222222222,1,1,1,0,0,1,1,1,1,0.8532338308457711,0.8348090917464998,False,True,False,False,False,True,False,True,False,False,1
0,1,0,0,0.3472222222222222,1,1,0,1,0,0,0,1,1,0.7109452736318408,0.25188259948415626,False,True,False,True,False,False,False,False,True,False,1
0,0,1,1,1.0,1,1,0,1,0,1,1,1,1,0.6039800995024875,0.6597906687546058,True,False,False,False,False,True,False,False,True,False,0
0,1,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.5203980099502488,0.008123387988209286,False,True,False,True,False,False,False,False,True,False,1
0,0,1,1,0.7777777777777777,1,1,0,0,1,0,1,1,1,0.8114427860696517,0.6350693165070008,False,True,False,False,True,False,False,True,False,False,0
0,0,0,1,0.3611111111111111,1,0,0,1,1,1,1,1,1,0.8676616915422884,0.31264968680913785,False,True,False,False,False,True,False,False,True,False,0
1,0,1,0,0.6527777777777778,1,1,0,1,0,0,0,0,1,0.6034825870646766,0.42031480287398676,False,True,False,False,True,False,False,False,True,False,0
1,1,0,0,0.7916666666666666,1,1,0,1,1,0,1,1,1,0.6119402985074627,0.5110307663964628,True,False,False,False,False,True,True,False,False,False,0
0,0,1,1,0.9722222222222222,1,1,1,1,1,1,1,0,0,0.6213930348258706,0.6468715456890199,True,False,False,False,False,True,False,False,True,False,0
1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.9388059701492536,0.9357325442151806,False,True,False,False,False,True,False,True,False,False,0
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.5258706467661691,0.00818671702284451,False,True,False,True,False,False,False,False,False,True,0
1,0,1,1,0.18055555555555555,1,0,0,0,0,0,0,0,0,0.01741293532338306,0.02516465549005159,False,False,True,False,True,False,False,False,False,True,0
1,0,1,0,0.736111111111111,1,0,0,1,0,0,1,1,1,0.7562189054726368,0.5605137711864407,False,True,False,False,True,False,True,False,False,False,1
1,0,1,1,0.5416666666666666,1,0,1,1,1,0,0,0,0,0.4134328358208955,0.26987955969049376,True,False,False,False,True,False,False,False,True,False,0
0,0,1,1,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.5129353233830846,0.008037030213706707,False,True,False,True,False,False,False,False,True,False,1
1,1,1,0,0.8888888888888888,1,1,0,0,1,1,1,1,0,0.8343283582089552,0.7528613209285189,False,True,False,False,False,True,False,False,True,False,0
1,1,1,0,0.6666666666666666,1,1,0,0,1,0,0,1,1,0.7243781094527363,0.5032643238761976,False,True,False,True,False,False,False,True,False,False,0
1,0,0,1,0.013888888888888888,0,0,0,0,0,0,0,0,0,0.06467661691542287,0.0028498065585851147,True,False,False,True,False,False,False,False,True,False,1
1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,1,1,0.6069651741293532,0.009125138172439205,False,True,False,True,False,False,False,False,True,False,1
0,1,1,0,0.013888888888888888,1,1,0,0,1,0,1,1,1,0.8213930348258706,0.011606484893146649,False,True,False,True,False,False,False,False,True,False,1
1,0,1,0,0.9027777777777777,1,1,0,1,0,0,0,1,1,0.7203980099502488,0.6829172807663966,False,True,False,True,False,False,False,False,True,False,0
1,0,0,0,0.05555555555555555,1,0,1,1,0,1,0,1,1,0.7626865671641792,0.041515060795873256,False,True,False,True,False,False,False,False,False,True,0
0,0,1,0,0.7638888888888888,1,0,1,0,0,0,1,1,1,0.7611940298507462,0.6075096720707445,False,True,False,False,True,False,False,False,True,False,0
1,0,1,0,0.6805555555555555,1,1,1,0,0,0,0,0,1,0.36915422885572136,0.3032827468680914,True,False,False,False,True,False,False,False,True,False,0
0,0,1,1,0.4305555555555555,1,0,0,0,0,0,0,0,1,0.012935323383084563,0.07587394067796611,False,False,True,True,False,False,False,False,False,True,1
0,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.981094527363184,0.9761537398673547,False,True,False,False,False,True,True,False,False,False,0
0,0,1,1,0.41666666666666663,1,1,0,0,1,0,1,1,1,0.8139303482587064,0.350744979734709,False,True,False,True,False,False,False,False,True,False,1
0,0,1,0,1.0,0,0,0,1,1,0,1,1,1,0.3577114427860697,0.4533725589535741,True,False,False,False,False,True,False,False,True,False,1
0,0,0,1,0.125,1,0,1,0,1,1,0,1,0,0.7437810945273632,0.1002038043478261,False,True,False,True,False,False,True,False,False,False,0
0,0,0,0,0.1111111111111111,1,1,0,0,1,0,1,1,1,0.8099502487562189,0.09447540530582167,False,True,False,True,False,False,False,False,True,False,1
0,0,1,1,0.8194444444444444,1,1,0,1,1,0,1,1,1,0.8746268656716417,0.7203620117907149,False,True,False,False,True,False,False,False,True,False,0
0,0,0,0,0.3055555555555555,1,0,0,1,0,0,0,1,1,0.6572139303482587,0.21366640567428155,False,True,False,True,False,False,False,False,False,True,1
1,1,0,0,0.861111111111111,1,1,0,1,1,1,1,1,1,0.9203980099502488,0.812148811717023,False,True,False,False,True,False,True,False,False,False,0
0,1,1,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.2761194029850746,0.005296610169491526,True,False,False,True,False,False,False,False,True,False,1
0,0,0,0,0.013888888888888888,1,0,0,1,0,0,0,0,1,0.5616915422885572,0.008601234340456891,False,True,False,True,False,False,False,False,True,False,1
0,0,1,1,0.986111111111111,1,0,0,0,0,0,0,0,0,0.015920398009950265,0.15272084561532795,False,False,True,False,False,True,True,False,False,False,0
0,0,0,0,0.3194444444444444,1,1,0,0,0,0,0,0,0,0.06517412935323383,0.07085367538688284,False,False,True,False,True,False,False,True,False,False,0
0,0,0,0,0.9305555555555555,1,1,1,0,1,1,1,1,1,0.6666666666666666,0.6579541267501843,True,False,False,False,False,True,False,False,False,True,0
1,0,0,0,0.3611111111111111,1,0,0,0,0,0,0,0,0,0.015422885572139305,0.05265521370670598,False,False,True,False,True,False,False,True,False,False,0
1,0,1,1,0.861111111111111,1,1,0,0,1,0,1,0,1,0.7049751243781094,0.6231174005158439,False,True,False,False,False,True,False,True,False,False,0
0,0,0,0,0.027777777777777776,1,0,0,0,0,0,0,0,0,0.020895522388059695,0.005216009579955785,False,False,True,True,False,False,False,False,False,True,0
1,1,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.2562189054726368,0.005066322770817981,True,False,False,True,False,False,False,False,True,False,0
0,0,0,0,0.027777777777777776,1,0,0,0,0,0,0,0,0,0.021890547263681587,0.004007000736919676,False,False,True,False,True,False,False,False,False,True,0
1,1,1,0,0.986111111111111,0,0,0,1,1,0,1,1,1,0.33880597014925373,0.4335217851879146,True,False,False,True,False,False,True,False,False,False,0
1,0,1,1,0.18055555555555555,1,0,0,0,1,0,1,1,1,0.7800995024875622,0.13389485077376567,False,True,False,True,False,False,False,False,False,True,1
0,0,1,1,0.986111111111111,1,1,1,1,1,1,0,0,1,0.7651741293532338,0.7796207166543848,False,True,False,False,True,False,False,True,False,False,0
0,0,0,0,1.0,1,1,0,1,1,1,1,1,1,0.8935323383084576,0.8988808032424468,False,True,False,False,False,True,False,True,False,False,0
1,0,1,0,0.5,1,0,1,0,0,0,1,1,1,0.7497512437810945,0.38757944915254244,False,True,False,True,False,False,False,False,True,False,0
1,1,1,0,0.2638888888888889,1,0,1,0,1,0,1,0,0,0.4791044776119403,0.148080554532056,True,False,False,True,False,False,True,False,False,False,0
1,0,1,0,0.75,1,0,1,1,0,0,1,1,1,0.5601990049751243,0.4826190585851143,True,False,False,False,False,True,True,False,False,False,0
0,1,1,0,0.9305555555555555,1,1,1,1,1,1,0,1,1,0.8671641791044776,0.8101050110537953,False,True,False,False,True,False,False,True,False,False,0
0,0,1,1,0.8333333333333333,1,1,1,1,0,0,1,0,0,0.755223880597015,0.6691921518054533,False,True,False,False,True,False,True,False,False,False,0
1,0,1,1,0.8055555555555555,0,0,1,1,1,0,1,0,0,0.31592039800995025,0.3362023305084746,True,False,False,False,True,False,False,False,False,True,0
0,0,1,1,0.41666666666666663,1,0,0,0,0,0,0,0,0,0.014427860696517386,0.06899986182756081,False,False,True,False,False,True,False,False,False,True,0
0,0,0,0,1.0,1,1,1,1,0,0,0,0,0,0.4129353233830846,0.4910878776713339,True,False,False,False,False,True,True,False,False,False,0
0,0,1,1,0.9027777777777777,1,1,1,0,1,0,1,1,1,0.8562189054726367,0.7743759211495949,False,True,False,False,False,True,False,True,False,False,0
0,1,1,0,0.6666666666666666,1,0,0,1,0,0,0,1,1,0.40497512437810945,0.3212163780397937,True,False,False,False,True,False,True,False,False,False,0
0,1,0,0,0.05555555555555555,1,1,0,0,0,0,0,0,1,0.5636815920398011,0.03704748526160649,False,True,False,True,False,False,False,False,True,False,1
0,0,1,1,0.06944444444444445,1,0,0,0,0,0,1,0,1,0.6228855721393034,0.04100267133382462,False,True,False,True,False,False,False,False,True,False,0
1,0,1,0,0.8472222222222222,0,0,1,0,1,1,1,1,1,0.43681592039800987,0.43511076823876205,True,False,False,False,False,True,False,False,False,True,0
1,0,0,0,0.125,1,0,0,0,0,1,1,0,0,0.6766169154228856,0.08871822033898306,False,True,False,True,False,False,False,False,True,False,0
0,1,0,0,0.013888888888888888,1,1,0,0,0,0,1,0,1,0.6711442786069651,0.009867815033161387,False,True,False,True,False,False,False,False,True,False,1
1,0,1,1,0.3194444444444444,1,0,0,1,1,1,0,0,0,0.682089552238806,0.2234708916728077,False,True,False,False,True,False,False,False,False,True,0
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.013930348258706454,0.0022625736919675756,False,False,True,True,False,False,False,False,False,True,0
0,0,0,0,0.38888888888888884,0,0,0,0,1,0,0,0,1,0.11442786069651739,0.09104412306558587,True,False,False,True,False,False,False,False,False,True,0
1,0,0,0,0.16666666666666666,1,0,0,0,1,0,1,1,0,0.7706467661691543,0.13633014001473842,False,True,False,False,True,False,False,False,True,False,0
1,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0.010447761194029848,0.15023949889462052,False,False,True,False,False,True,False,True,False,False,0
0,0,1,1,0.013888888888888888,1,0,0,1,0,0,0,0,1,0.5616915422885572,0.008601234340456891,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,0.986111111111111,1,1,1,1,1,1,1,1,1,0.9756218905472637,0.9567923268238763,False,True,False,False,True,False,True,False,False,False,0
0,0,0,0,0.3055555555555555,1,1,1,0,0,1,0,0,1,0.4059701492537313,0.14433262711864409,True,False,False,True,False,False,False,False,False,True,0
1,0,1,1,0.4305555555555555,1,0,0,0,0,0,0,0,1,0.023880597014925342,0.080836634119381,False,False,True,True,False,False,False,False,True,False,0
0,0,1,0,0.6388888888888888,1,0,0,1,0,1,1,0,1,0.45721393034825875,0.34652496315401626,True,False,False,False,False,True,False,True,False,False,0
0,0,1,0,0.2222222222222222,1,1,0,0,0,0,1,0,1,0.663681592039801,0.15869680361090643,False,True,False,True,False,False,False,False,True,False,1
1,1,0,0,0.5416666666666666,1,1,0,0,0,0,1,1,1,0.7701492537313434,0.43283092299189396,False,True,False,True,False,False,True,False,False,False,1
1,0,0,0,0.75,0,0,1,1,0,0,0,1,0,0.27810945273631843,0.2800237196020634,True,False,False,False,False,True,True,False,False,False,0
0,0,1,0,0.19444444444444442,1,1,1,0,0,0,1,0,1,0.4621890547263682,0.10835022107590274,True,False,False,True,False,False,True,False,False,False,1
1,0,0,1,0.6805555555555555,1,1,1,1,1,0,1,1,1,0.9049751243781096,0.609161984156227,False,True,False,False,True,False,False,True,False,False,0
0,0,0,0,0.20833333333333331,1,1,0,0,0,0,0,0,0,0.06766169154228854,0.04249953942520266,False,False,True,False,False,True,True,False,False,False,0
1,0,0,1,0.7222222222222222,1,0,0,0,0,0,0,0,0,0.013930348258706454,0.10689941046425941,False,False,True,False,True,False,False,True,False,False,0
0,0,1,1,0.08333333333333333,1,0,0,0,0,0,0,0,0,0.01840796019900498,0.011554670228445101,False,False,True,False,False,True,False,False,False,True,0
0,0,1,0,0.041666666666666664,1,1,0,0,0,0,1,1,1,0.7656716417910447,0.033719832350773776,False,True,False,True,False,False,False,False,True,False,1
1,1,1,0,0.08333333333333333,1,0,0,1,0,0,0,1,1,0.6562189054726368,0.05977685151068534,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,1,0,0.6104477611940298,0.009165438467207075,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,0.19444444444444442,1,0,1,0,0,1,0,0,0,0.372636815920398,0.0915565125276345,True,False,False,False,True,False,False,False,False,True,0
1,0,1,1,0.6527777777777778,1,0,0,0,0,0,0,0,0,0.01791044776119402,0.10956498710390568,False,False,True,False,True,False,False,False,False,True,0
1,1,1,0,0.041666666666666664,0,0,0,0,0,0,1,0,1,0.1810945273631841,0.010788964627855566,True,False,False,True,False,False,False,False,False,True,1
1,0,0,0,0.013888888888888888,1,0,0,0,0,1,0,0,0,0.30597014925373134,0.005642041267501843,True,False,False,True,False,False,False,True,False,False,0
0,0,1,0,0.986111111111111,1,1,0,0,0,0,0,0,0,0.06766169154228854,0.21574474944731029,False,False,True,False,False,True,False,True,False,False,0
0,0,0,0,0.027777777777777776,1,0,0,0,0,0,0,0,1,0.5119402985074627,0.015567428150331615,False,True,False,True,False,False,False,False,True,False,0
1,0,0,0,0.18055555555555555,1,0,0,0,0,0,0,0,1,0.01691542288557213,0.02959193072955048,False,False,True,False,True,False,False,False,False,True,0
0,0,1,1,0.75,1,1,0,1,1,1,1,1,1,0.6761194029850747,0.5209158529845248,True,False,False,True,False,False,False,False,True,False,0
0,0,0,0,0.06944444444444445,1,0,1,0,1,0,0,0,0,0.37363184079601985,0.0345891672807664,True,False,False,True,False,False,False,True,False,False,0
0,0,0,0,0.3055555555555555,0,0,0,1,0,0,1,1,1,0.31940298507462683,0.12652565401621224,True,False,False,True,False,False,False,False,True,False,0
1,1,1,0,0.18055555555555555,1,0,0,1,1,0,1,1,1,0.7935323383084577,0.1425306282240236,False,True,False,True,False,False,False,False,True,False,1
1,1,0,0,0.05555555555555555,1,0,0,0,0,0,0,0,1,0.5213930348258707,0.03383497605011054,False,True,False,True,False,False,False,False,True,False,0
1,0,1,0,0.6666666666666666,1,1,1,1,1,0,1,1,1,0.927363184079602,0.6120002763448785,False,True,False,True,False,False,True,False,False,False,0
1,0,1,1,0.40277777777777773,1,0,0,0,0,0,0,0,1,0.023880597014925342,0.07540185151068535,False,False,True,True,False,False,False,False,False,True,0
0,0,1,1,0.18055555555555555,1,0,0,0,0,0,0,0,0,0.00547263681592039,0.028929854458364043,False,False,True,True,False,False,False,False,False,True,0
1,0,0,0,0.013888888888888888,1,1,0,1,0,1,0,0,0,0.4164179104477612,0.0069201363301400155,True,False,False,True,False,False,False,False,False,True,1
0,0,1,1,0.986111111111111,1,1,1,1,1,1,1,1,0,0.7129353233830846,0.7303219417833458,True,False,False,False,False,True,True,False,False,False,0
1,0,1,0,1.0,1,1,1,1,0,1,1,1,1,0.9124378109452737,0.9041543846720709,False,True,False,False,False,True,False,True,False,False,0
1,0,0,0,0.8888888888888888,1,1,0,1,1,1,1,1,0,0.6796019900497512,0.6485526436993369,True,False,False,False,False,True,False,True,False,False,0
1,0,0,0,0.6388888888888888,0,0,1,0,1,1,1,1,1,0.42288557213930345,0.33315677966101703,True,False,False,False,False,True,True,False,False,False,0
0,0,1,1,0.5833333333333333,1,0,0,0,1,1,1,1,1,0.8174129353233831,0.4955381816507001,False,True,False,False,False,True,False,False,True,False,0
1,1,0,0,0.29166666666666663,1,1,0,1,1,0,1,1,1,0.8567164179104477,0.26158921333824614,False,True,False,True,False,False,False,False,True,False,0
0,0,0,0,0.3472222222222222,1,1,0,0,0,0,1,0,1,0.6601990049751243,0.24042580140014744,False,True,False,True,False,False,False,False,False,True,0
1,0,1,1,0.3333333333333333,1,0,0,0,0,0,0,0,0,0.019900497512437804,0.05063444178334562,False,False,True,False,True,False,False,False,False,True,0
0,0,1,1,0.5694444444444444,0,0,1,0,1,0,0,0,0,0.1706467661691542,0.1626289609432572,True,False,False,False,True,False,False,True,False,False,0
1,0,0,0,0.7777777777777777,1,1,1,1,0,1,0,0,1,0.46169154228855724,0.4220649871039058,True,False,False,False,True,False,True,False,False,False,0
1,0,0,0,0.013888888888888888,0,0,0,0,0,0,0,0,0,0.061194029850746234,0.0028095062638172443,True,False,False,True,False,False,False,False,False,True,0
1,0,0,0,0.013888888888888888,0,0,0,0,0,0,0,0,1,0.05970149253731341,0.0027922347089167285,True,False,False,True,False,False,False,False,True,False,1
0,0,0,0,0.4305555555555555,1,0,0,0,0,0,0,0,0,0.026865671641791017,0.07867193257184968,False,False,True,False,True,False,False,False,False,True,0
1,0,1,1,0.8055555555555555,1,1,0,0,1,1,0,1,0,0.7572139303482587,0.6406192428150332,False,True,False,False,False,True,True,False,False,False,0
1,0,0,0,0.08333333333333333,1,0,1,0,0,0,0,1,1,0.4069651741293532,0.03876888356669123,True,False,False,True,False,False,True,False,False,False,0
1,0,1,1,0.2361111111111111,1,0,1,0,1,0,1,0,1,0.7079601990049752,0.17725796794399412,False,True,False,True,False,False,False,False,True,False,1
0,1,0,0,0.625,1,1,1,1,0,1,1,0,1,0.7840796019900497,0.5049108787767135,False,True,False,True,False,False,False,False,True,False,0
0,1,0,0,0.8194444444444444,1,1,0,1,0,0,0,0,1,0.6064676616915423,0.5285498802505528,False,True,False,False,False,True,False,True,False,False,0
0,1,0,0,0.027777777777777776,1,0,0,0,0,0,0,0,1,0.5184079601990049,0.016010731392778192,False,True,False,True,False,False,False,False,True,False,1
1,0,1,0,0.05555555555555555,1,1,0,0,1,0,1,0,0,0.47114427860696506,0.028797439204126755,True,False,False,True,False,False,False,False,True,False,0
0,0,0,0,0.25,1,1,0,0,0,0,0,0,1,0.5562189054726369,0.15495463338246132,False,True,False,True,False,False,False,False,True,False,0
0,1,0,0,0.25,1,0,0,0,0,0,0,0,0,0.020895522388059695,0.042557111274871044,False,False,True,False,True,False,True,False,False,False,0
0,0,0,0,0.013888888888888888,0,0,0,0,1,1,0,0,0,0.17562189054726368,0.004133658806190126,True,False,False,True,False,False,False,False,False,True,0
1,0,1,0,0.5833333333333333,1,1,1,0,1,0,0,1,1,0.7577114427860697,0.4622558953574061,False,True,False,True,False,False,False,False,True,False,0
1,0,0,0,0.2777777777777778,1,1,0,0,0,0,1,0,1,0.6666666666666666,0.19971674649963156,False,True,False,True,False,False,False,False,True,False,1
0,0,1,0,0.9583333333333333,1,1,0,1,1,0,0,0,1,0.6681592039800995,0.6758244288872514,False,True,False,True,False,False,True,False,False,False,0
0,0,1,0,0.013888888888888888,1,0,0,0,0,0,1,0,1,0.3686567164179104,0.006367446573323508,True,False,False,True,False,False,False,False,False,True,0
1,0,0,0,0.2777777777777778,1,0,0,0,0,0,0,0,0,0.011442786069651711,0.04783069270449521,False,False,True,True,False,False,False,False,False,True,0
0,0,1,0,0.8055555555555555,1,1,1,1,1,0,1,1,1,0.9074626865671641,0.7075062177597643,False,True,False,False,False,True,True,False,False,False,1
0,0,1,0,1.0,1,1,1,1,1,1,0,0,1,0.7562189054726368,0.7887055545320562,False,True,False,False,False,True,True,False,False,False,0
